treatment,wp,n_circles,seed,strategy,init,selection_scheme,archive_mode,repair,final_best,final_gap,total_evals,total_generations,evals_to_1e-02,evals_to_1e-03,evals_to_1e-05
B+arch_book,WP2,10,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.36186596,0.14103125,100200,477,,,
B+arch_book,WP2,10,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.26200983,0.37806182,100200,477,,,
B+arch_book,WP2,10,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.37838561,0.10181822,100200,477,,,
B+arch_book,WP2,10,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.27937289,0.33684677,100200,477,,,
B+arch_book,WP2,10,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.36521931,0.13307134,100200,477,,,
B+arch_book,WP2,10,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.38951111,0.0754094,100200,477,,,
B+arch_book,WP2,10,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.36333899,0.1375347,100200,477,,,
B+arch_book,WP2,10,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.38383462,0.0888838,100200,477,,,
B+arch_book,WP2,10,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.36493564,0.1337447,100200,477,,,
B+arch_book,WP2,10,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.36080726,0.14354432,100200,477,,,
B+arch_book,WP2,10,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.33896363,0.195395,100200,477,,,
B+arch_book,WP2,15,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.17925835,0.4744411,100200,477,,,
B+arch_book,WP2,15,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.17894457,0.47536107,100200,477,,,
B+arch_book,WP2,15,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.18581835,0.45520815,100200,477,,,
B+arch_book,WP2,15,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.26960899,0.20954642,100200,477,,,
B+arch_book,WP2,15,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.17095076,0.49879774,100200,477,,,
B+arch_book,WP2,15,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.22595246,0.3375409,100200,477,,,
B+arch_book,WP2,15,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.26888498,0.21166912,100200,477,,,
B+arch_book,WP2,15,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.17578327,0.48462954,100200,477,,,
B+arch_book,WP2,15,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.25664397,0.24755795,100200,477,,,
B+arch_book,WP2,15,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.19799267,0.41951486,100200,477,,,
B+arch_book,WP2,15,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.17744429,0.47975968,100200,477,,,
B+arch_book,WP2,15,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.26182746,0.23236072,100200,477,,,
B+arch_book,WP2,15,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.18148872,0.46790199,100200,477,,,
B+arch_book,WP2,15,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.17157874,0.49695659,100200,477,,,
B+arch_book,WP2,15,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.18441686,0.45931713,100200,477,,,
B+arch_book,WP2,15,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.17734107,0.4800623,100200,477,,,
B+arch_book,WP2,15,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.25319488,0.25767018,100200,477,,,
B+arch_book,WP2,15,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.28732792,0.15759717,100200,477,,,
B+arch_book,WP2,15,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.17958077,0.47349582,100200,477,,,
B+arch_book,WP2,15,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.18791919,0.4490488,100200,477,,,
B+arch_book,WP2,15,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.17207632,0.49549775,100200,477,,,
B+arch_book,WP2,15,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.18943681,0.44459937,100200,477,,,
B+arch_book,WP2,15,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.18082976,0.46983396,100200,477,,,
B+arch_book,WP2,15,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.17887035,0.47557867,100200,477,,,
B+arch_book,WP2,15,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.17108881,0.49839298,100200,477,,,
B+arch_book,WP2,20,0,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.1399134,0.51183632,100200,477,,,
B+arch_book,WP2,20,1,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.13865906,0.51621276,100200,477,,,
B+arch_book,WP2,20,2,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.12894247,0.55011433,100200,477,,,
B+arch_book,WP2,20,3,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.15656996,0.45372087,100200,477,,,
B+arch_book,WP2,20,4,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.13184432,0.53998968,100200,477,,,
B+arch_book,WP2,20,5,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.12618325,0.55974138,100200,477,,,
B+arch_book,WP2,20,6,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.12759859,0.55480319,100200,477,,,
B+arch_book,WP2,20,7,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.14899417,0.48015314,100200,477,,,
B+arch_book,WP2,20,8,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.13141815,0.54147659,100200,477,,,
B+arch_book,WP2,20,9,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.1311676,0.54235077,100200,477,,,
B+arch_book,WP2,20,10,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.13044409,0.54487515,100200,477,,,
B+arch_book,WP2,20,11,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.13089637,0.54329712,100200,477,,,
B+arch_book,WP2,20,12,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.21254019,0.25843843,100200,477,,,
B+arch_book,WP2,20,13,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.13793371,0.51874355,100200,477,,,
B+arch_book,WP2,20,14,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.14814944,0.48310042,100200,477,,,
B+arch_book,WP2,20,15,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.13424781,0.5316038,100200,477,,,
B+arch_book,WP2,20,16,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.13271585,0.53694886,100200,477,,,
B+arch_book,WP2,20,17,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.13869952,0.51607158,100200,477,,,
B+arch_book,WP2,20,18,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.14423144,0.49677049,100200,477,,,
B+arch_book,WP2,20,19,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.12991171,0.54673265,100200,477,,,
B+arch_book,WP2,20,20,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.13577983,0.52625852,100200,477,,,
B+arch_book,WP2,20,21,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.15134352,0.47195615,100200,477,,,
B+arch_book,WP2,20,22,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.13286136,0.53644116,100200,477,,,
B+arch_book,WP2,20,23,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.2021395,0.29472685,100200,477,,,
B+arch_book,WP2,20,24,SINGLE_VARIANCE,lhs,comma,bookkeeping,random,0.14012193,0.51110874,100200,477,,,
B+arch_reintro,WP2,7,0,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.52346192,0.02320677,100200,477,,,
B+arch_reintro,WP2,7,1,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.52127182,0.02729354,100200,477,,,
B+arch_reintro,WP2,7,2,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.50248114,0.06235742,100200,477,,,
B+arch_reintro,WP2,7,3,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.51468215,0.03959004,100200,477,,,
B+arch_reintro,WP2,7,4,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.51915596,0.03124178,100200,477,,,
B+arch_reintro,WP2,7,5,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.50698872,0.05394616,100200,477,,,
B+arch_reintro,WP2,7,6,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.5172864,0.03473043,100200,477,,,
B+arch_reintro,WP2,7,7,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.50380166,0.0598933,100200,477,,,
B+arch_reintro,WP2,7,8,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.49045181,0.08480446,100200,477,,,
B+arch_reintro,WP2,7,9,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.52402095,0.0221636,100200,477,,,
B+arch_reintro,WP2,7,10,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.51180242,0.04496367,100200,477,,,
B+arch_reintro,WP2,7,11,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.50043835,0.06616932,100200,477,,,
B+arch_reintro,WP2,7,12,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.50639543,0.05505326,100200,477,,,
B+arch_reintro,WP2,7,13,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.50790963,0.05222772,100200,477,,,
B+arch_reintro,WP2,7,14,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.50833338,0.051437,100200,477,,,
B+arch_reintro,WP2,7,15,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.50299129,0.06140547,100200,477,,,
B+arch_reintro,WP2,7,16,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.50110748,0.06492071,100200,477,,,
B+arch_reintro,WP2,7,17,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.52070558,0.02835016,100200,477,,,
B+arch_reintro,WP2,7,18,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.52112662,0.02756448,100200,477,,,
B+arch_reintro,WP2,7,19,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.50311773,0.06116953,100200,477,,,
B+arch_reintro,WP2,7,20,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.52716897,0.01628931,100200,477,19980,,
B+arch_reintro,WP2,7,21,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.50723673,0.05348339,100200,477,,,
B+arch_reintro,WP2,7,22,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.51487983,0.03922115,100200,477,,,
B+arch_reintro,WP2,7,23,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.50767599,0.05266371,100200,477,,,
B+arch_reintro,WP2,7,24,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.49623347,0.07401575,100200,477,,,
B+arch_reintro,WP2,10,0,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.26710502,0.36596727,100200,477,,,
B+arch_reintro,WP2,10,1,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.34636022,0.17783756,100200,477,,,
B+arch_reintro,WP2,10,2,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.37669875,0.10582236,100200,477,,,
B+arch_reintro,WP2,10,3,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.38682456,0.08178651,100200,477,,,
B+arch_reintro,WP2,10,4,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.35976971,0.14600717,100200,477,,,
B+arch_reintro,WP2,10,5,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.3438582,0.18377665,100200,477,,,
B+arch_reintro,WP2,10,6,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.37576679,0.10803456,100200,477,,,
B+arch_reintro,WP2,10,7,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.3707111,0.12003536,100200,477,,,
B+arch_reintro,WP2,10,8,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.34225169,0.18759006,100200,477,,,
B+arch_reintro,WP2,10,9,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.38109084,0.09539677,100200,477,,,
B+arch_reintro,WP2,10,10,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.36493102,0.13375565,100200,477,,,
B+arch_reintro,WP2,10,11,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.38582101,0.08416867,100200,477,,,
B+arch_reintro,WP2,10,12,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.34198556,0.18822178,100200,477,,,
B+arch_reintro,WP2,10,13,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.38206742,0.09307864,100200,477,,,
B+arch_reintro,WP2,10,14,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.36186596,0.14103125,100200,477,,,
B+arch_reintro,WP2,10,15,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.35589982,0.15519321,100200,477,,,
B+arch_reintro,WP2,10,16,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.37838561,0.10181822,100200,477,,,
B+arch_reintro,WP2,10,17,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.37180741,0.11743303,100200,477,,,
B+arch_reintro,WP2,10,18,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.36271195,0.13902311,100200,477,,,
B+arch_reintro,WP2,10,19,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.38951111,0.0754094,100200,477,,,
B+arch_reintro,WP2,10,20,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.29151917,0.3080149,100200,477,,,
B+arch_reintro,WP2,10,21,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.38383462,0.0888838,100200,477,,,
B+arch_reintro,WP2,10,22,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.36493564,0.1337447,100200,477,,,
B+arch_reintro,WP2,10,23,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.36080726,0.14354432,100200,477,,,
B+arch_reintro,WP2,10,24,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.33896363,0.195395,100200,477,,,
B+arch_reintro,WP2,15,0,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.17335787,0.49174043,100200,477,,,
B+arch_reintro,WP2,15,1,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.17209434,0.49544492,100200,477,,,
B+arch_reintro,WP2,15,2,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.17767647,0.47907894,100200,477,,,
B+arch_reintro,WP2,15,3,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.27260064,0.20077537,100200,477,,,
B+arch_reintro,WP2,15,4,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.17168609,0.49664184,100200,477,,,
B+arch_reintro,WP2,15,5,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.25832587,0.24262686,100200,477,,,
B+arch_reintro,WP2,15,6,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.23674555,0.30589716,100200,477,,,
B+arch_reintro,WP2,15,7,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.1783744,0.47703273,100200,477,,,
B+arch_reintro,WP2,15,8,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.25664397,0.24755795,100200,477,,,
B+arch_reintro,WP2,15,9,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.17312469,0.49242409,100200,477,,,
B+arch_reintro,WP2,15,10,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.17744429,0.47975968,100200,477,,,
B+arch_reintro,WP2,15,11,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.26182746,0.23236072,100200,477,,,
B+arch_reintro,WP2,15,12,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.18728454,0.45090951,100200,477,,,
B+arch_reintro,WP2,15,13,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.17596533,0.48409577,100200,477,,,
B+arch_reintro,WP2,15,14,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.1799494,0.47241506,100200,477,,,
B+arch_reintro,WP2,15,15,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.17699628,0.48107317,100200,477,,,
B+arch_reintro,WP2,15,16,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.25319488,0.25767018,100200,477,,,
B+arch_reintro,WP2,15,17,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.16998613,0.50162588,100200,477,,,
B+arch_reintro,WP2,15,18,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.1814289,0.46807737,100200,477,,,
B+arch_reintro,WP2,15,19,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.18069039,0.47024258,100200,477,,,
B+arch_reintro,WP2,15,20,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.26600627,0.22010908,100200,477,,,
B+arch_reintro,WP2,15,21,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.17556481,0.48527002,100200,477,,,
B+arch_reintro,WP2,15,22,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.17522943,0.4862533,100200,477,,,
B+arch_reintro,WP2,15,23,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.17819143,0.47756916,100200,477,,,
B+arch_reintro,WP2,15,24,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.26713286,0.21680609,100200,477,,,
B+arch_reintro,WP2,20,0,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13764938,0.51973557,100200,477,,,
B+arch_reintro,WP2,20,1,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13876312,0.5158497,100200,477,,,
B+arch_reintro,WP2,20,2,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13443646,0.53094558,100200,477,,,
B+arch_reintro,WP2,20,3,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.14577743,0.49137646,100200,477,,,
B+arch_reintro,WP2,20,4,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13275138,0.53682492,100200,477,,,
B+arch_reintro,WP2,20,5,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13232061,0.53832786,100200,477,,,
B+arch_reintro,WP2,20,6,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13960812,0.51290147,100200,477,,,
B+arch_reintro,WP2,20,7,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.1289138,0.55021439,100200,477,,,
B+arch_reintro,WP2,20,8,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13148751,0.5412346,100200,477,,,
B+arch_reintro,WP2,20,9,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13164136,0.54069781,100200,477,,,
B+arch_reintro,WP2,20,10,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.1389415,0.51522732,100200,477,,,
B+arch_reintro,WP2,20,11,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.15600538,0.45569071,100200,477,,,
B+arch_reintro,WP2,20,12,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.22962109,0.19884245,100200,477,,,
B+arch_reintro,WP2,20,13,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.12174011,0.57524369,100200,477,,,
B+arch_reintro,WP2,20,14,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13208358,0.53915488,100200,477,,,
B+arch_reintro,WP2,20,15,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.21157333,0.26181182,100200,477,,,
B+arch_reintro,WP2,20,16,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13409739,0.5321286,100200,477,,,
B+arch_reintro,WP2,20,17,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13681346,0.52265214,100200,477,,,
B+arch_reintro,WP2,20,18,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13467236,0.53012252,100200,477,,,
B+arch_reintro,WP2,20,19,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.1428683,0.50152654,100200,477,,,
B+arch_reintro,WP2,20,20,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.14360648,0.49895102,100200,477,,,
B+arch_reintro,WP2,20,21,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13051389,0.54463159,100200,477,,,
B+arch_reintro,WP2,20,22,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.14232772,0.50341266,100200,477,,,
B+arch_reintro,WP2,20,23,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.2021395,0.29472685,100200,477,,,
B+arch_reintro,WP2,20,24,SINGLE_VARIANCE,lhs,comma,reintroduction,random,0.13259001,0.53738791,100200,477,,,
